OID_,UID,Xsugg,Ysugg,Type_,Unit,Walker,PassGrid,Section_,SherdNo,VesselPart,PartType,VesselType,OtherType,Thickness,Coarseness,MaxSize,Feature,Comments,FabricType,MNLN,FNEB1,EB2,LPrePal,FPal,SPal,TPal,PPalPG,Geom,Arch,Class,Hell,ERom,MRom,LRom,EByz,MByz,EVen,MVen,LVen,Recent,Other,DDLat,DDLon,ORIG_OID
,10012-48-1-45-4,706748.199999999953434,3971195.299999999813735,tract,10012,48,1,45,4,Ba,U,U,U,M,M,8.000000000000000,Y,Coarseware; Unsmoothed interior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,35.86318831,23.28980773,90
,10012-48-1-45-5,706746.400000000023283,3971195.899999999906868,tract,10012,48,1,45,5,H,HV,JCon,LRA 1-2?,M,M,10.100000000000000,Y,LRA 1-2? Attached to body,LRA 1-2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86319410,23.28978796,91
,10012-48-1-5-1,706709.599999999976717,3971195.799999999813735,tract,10012,48,1,5,1,B,U,JCon,LRA 2,M,M,4.200000000000000,Y,LRA 2; Finely ridged exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86320096,23.28938065,92
,10012-48-1-5-2,706705.800000000046566,3971196.399999999906868,tract,10012,48,1,5,2,B,U,JCon,LRA 2,Tk,M,3.200000000000000,Y,LRA 2; Finely ridged exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86320717,23.28933875,93
,10012-48-1-5-3,706702.599999999976717,3971196.100000000093132,tract,10012,48,1,5,3,B,U,JCon,LRA 2,Tn,M,6.000000000000000,Y,LRA 2; exterior combed and smooth,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86320514,23.28930326,94
,10012-48-1-5-4,706710.500000000000000,3971196.600000000093132,tract,10012,48,1,5,4,B,U,CPot,U,Tn,M,2.800000000000000,Y,Cooking ware; Faint exterior ridges/ribbing; blackened,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,35.86320798,23.28939082,95
,10012-48-1-5-5,706708.599999999976717,3971195.899999999906868,tract,10012,48,1,5,5,B,U,JCon,LRA?,M,M,2.500000000000000,Y,"LRA? Wide horizontal ridges. Thin walled, large calcite inclusions.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86320207,23.28936961,96
,10012-48-1-5-6,706706.800000000046566,3971195.299999999813735,tract,10012,48,1,5,6,B,U,JCon,LRA 2,M,M,5.000000000000000,Y,LRA 2; Finely ridged exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86319705,23.28934954,97
,10012-48-1-5-7,706702.000000000000000,3971195.700000000186265,tract,10012,48,1,5,7,R,U,LOpe,PRS 3A,M,F,5.200000000000000,Y,LRC type 3A; red slip on interior and exterior,PRS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86320166,23.28929652,98
,10012-60-1-55-1,706756.400000000023283,3971224.899999999906868,tract,10012,60,1,55,1,H,HV,JCon,LRA 1?,M,C,9.300000000000001,Y,LRA 1?Attached to body; fluting,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86345325,23.28990615,99
,10012-60-1-85-1,706787.599999999976717,3971223.700000000186265,tract,10012,60,1,85,1,B,U,JCon,LRA 2,M,F,4.600000000000000,Y,LRA 2; Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86343585,23.29025115,100
,10012-60-1-85-2,706790.400000000023283,3971224.000000000000000,tract,10012,60,1,85,2,R,U,LOpe,PRS 10,M,F,8.600000000000000,Y,LRC type 10; large diameter,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86343796,23.29028221,101
,10018-44-1-65-1,706478.300000000046566,3971376.500000000000000,tract,10018,44,1,65,1,B,U,JCon?,LRA 2?,M,M,3.700000000000000,Y,LRA 2? Joint with 2; Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86487766,23.28686755,102
,10018-44-1-65-2,706483.000000000000000,3971377.500000000000000,tract,10018,44,1,65,2,B,U,JCon,LRA 2?,M,M,9.300000000000001,Y,LRA 2? Joint with 1; Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86488567,23.28691983,103
,10023-60-1-65-1,706916.000000000000000,3971321.500000000000000,tract,10023,60,1,65,1,B,U,JCon,Vroom A2?,M,M,8.100000000000000,Y,Finely ridged exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,35,0,0,0,0,35.86428981,23.29169758,104
,10024-42-1-45-1,706948.599999999976717,3971241.299999999813735,tract,10024,42,1,45,1,B,U,JCon,LRA 2?,M,M,5.100000000000000,Y,LRA 2? Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86356041,23.29203757,105
,10024-42-1-45-2,706949.500000000000000,3971232.899999999906868,tract,10024,42,1,45,2,B,U,JCon,LRA 1?,M,F,5.300000000000000,Y,LRA 1? Wide horizontal ridges/ribbing on exterior,LRA 1 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86348454,23.29204535,106
,10024-42-1-45-3,706949.199999999953434,3971233.299999999813735,tract,10024,42,1,45,3,R?,U,JCon,LRA,M,F,6.000000000000000,Y,LRA,similar to LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86348821,23.29204213,107
,10028-2-1-15-1,706672.400000000023283,3971407.000000000000000,tract,10028,2,1,15,1,H,HH,U,U,M,C,3.900000000000000,Y,Rounded section; high fired,SAT,0,0,0,10,20,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86511150,23.28902369,108
,10028-2-1-25-1,706681.199999999953434,3971407.399999999906868,tract,10028,2,1,25,1,H,HH?,U,U,M,C,3.400000000000000,Y,Ovoid section handle; high fired,SAT,0,0,0,10,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35.86511324,23.28912118,109
,10028-2-1-35-1,706689.800000000046566,3971406.000000000000000,tract,10028,2,1,35,1,L,U,CPot,U,M,C,4.500000000000000,Y,Small leg with curve of body still retained,CAL(b-c?),0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86509882,23.28921600,110
,10028-2-1-35-2,706687.599999999976717,3971405.899999999906868,tract,10028,2,1,35,2,B,U,U,U,M,C,6.100000000000000,Y,Red paint on exterior; medium sized vessel,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86509838,23.28919163,111
,10028-2-1-65-1,706723.300000000046566,3971407.399999999906868,tract,10028,2,1,65,1,H,HH,U,U,M,C,9.900000000000000,Y,Medium sized vessel with fully preserved handle,CAL(b-c?),0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86510436,23.28958713,112
,10028-42-1-15-1,706661.199999999953434,3971465.000000000000000,tract,10028,42,1,15,1,B,U,JCon,LRA?,M,F,5.200000000000000,Y,LRA? Wide horizontal ridges/ribbing on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86563638,23.28891476,113
,10028-42-1-25-1,706667.400000000023283,3971465.299999999813735,tract,10028,42,1,25,1,R?,U,LOpe,PRS 3,M,M,4.700000000000000,Y,LRC type 3,PRS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86563777,23.28898346,114
,10028-42-1-45-1,706673.599999999976717,3971464.000000000000000,tract,10028,42,1,45,1,B,U,U,U,Tn,C,6.100000000000000,Y,"Medium sized, thin walled vessel",SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86562475,23.28905174,115
,10028-42-1-45-2,706673.500000000000000,3971464.299999999813735,tract,10028,42,1,45,2,Ba,BF,LOpe?,U,Tk,C,8.300000000000001,Y,Base fragment (diameter 25 cm) with finger impressions on the interior. (petrography sample ASP3),SAT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86562748,23.28905071,116
,10028-48-1-45-1,706692.400000000023283,3971450.100000000093132,tract,10028,48,1,45,1,B,U,JCon,LRA,Tn,F,2.700000000000000,Y,LRA; finely ridged exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86549556,23.28925621,117
,10028-48-1-45-2,706692.500000000000000,3971451.000000000000000,tract,10028,48,1,45,2,Ba,BF,U,U,M,C,5.100000000000000,Y,Coarseware; Medium sized vessel,SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86550365,23.28925755,118
,10028-48-1-45-3,706694.099999999976717,3971450.000000000000000,tract,10028,48,1,45,3,B,U,JCon,LRA 5-6,M,M,8.000000000000000,Y,LRA 5/6 Wide horizontal ridges/ribbing on exterior,LRA 5/6 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86549430,23.28927500,119
,10028-60-1-65-1,706695.300000000046566,3971435.700000000186265,tract,10028,60,1,65,1,B,U,U,U,M,C,5.900000000000000,Y,Medium sized vessel wall; incised line on exterior,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86536522,23.28928457,120
,10028-60-1-65-2,706694.400000000023283,3971436.500000000000000,tract,10028,60,1,65,2,B,U,U,U,Tn,C,4.100000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35.86537262,23.28927482,121
,10028-60-1-65-3,706696.599999999976717,3971435.500000000000000,tract,10028,60,1,65,3,Ba,BD,U,U,M,C,9.199999999999999,Y,Slight disc base of medium sized vessel (base diameter c. 10 cm); Differential tempering on base and walls,SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86536314,23.28929891,122
,10028-70-1-25-1,706675.099999999976717,3971420.200000000186265,tract,10028,70,1,25,1,B,U,U,U,Tn,F,3.900000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35.86522985,23.28905699,123
,10028-70-1-75-1,706722.199999999953434,3971420.600000000093132,tract,10028,70,1,75,1,H,HH,U,U,M,C,7.400000000000000,Y,Medium sized vessel; extra clay added over handle,MIC,0,0,25,0,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86522351,23.28957838,124
,10028-70-1-95-1,706740.599999999976717,3971422.200000000186265,tract,10028,70,1,95,1,B,U,CPot,U,Tn,M,3.300000000000000,Y,"Cooking ware. Mica, calcite; fine fabric",,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,50,35.86523404,23.28978244,125
,10029-42-1-25-1,706625.199999999953434,3971465.299999999813735,tract,10029,42,1,25,1,Ba,U,CPot?,U,M,C,5.100000000000000,Y,Incised mark above base / Possible tripod leg scar on base?,CAL(b-c?),0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86564667,23.28851640,126
,10029-48-1-45-1,706607.500000000000000,3971451.100000000093132,tract,10029,48,1,45,1,B,U,U,U,Tk,C,8.300000000000001,Y,Raised horizontal band,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35.86552248,23.28831682,127
,10029-48-1-45-2,706612.599999999976717,3971449.399999999906868,tract,10029,48,1,45,2,H?,U,JCon,LRA 1-2,M,F,6.100000000000000,Y,LRA 1-2; Half a handle or a rounded rim,LRA 1-2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86550609,23.28837282,128
,10029-60-1-5-1,706650.400000000023283,3971435.600000000093132,tract,10029,60,1,5,1,H,HV,JCon?,LRA?,M,F,5.600000000000000,Y,LRA? Attached to body,similar to LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,20,35.86537379,23.28878761,129
,10030-60-1-85-1,706477.300000000046566,3971436.000000000000000,tract,10030,60,1,85,1,B,U,JCon,LRA 2,M,M,5.300000000000000,Y,LRA 2; Finely ridged exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86541390,23.28687189,130
,1003-3-1-15-1,706762.300000000046566,3972931.600000000093132,tract,1003,3,1,15,1,B,U,CPot,Vroom CW2E,M,M,4.900000000000000,Y,"Interior glaze, exterior partial glaze",Pink Provencal cooking pot fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,35.87882752,23.29041414,131
,1003-3-1-15-2,706763.400000000023283,3972928.700000000186265,tract,1003,3,1,15,2,R,U,U,U,M,F,3.900000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90,35.87880116,23.29042557,132
,1003-3-1-15-3,706763.099999999976717,3972927.000000000000000,tract,1003,3,1,15,3,B,U,JCon,Vroom CW17,M,F,4.700000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,35.87878591,23.29042180,133
,10035-60-1-35-1,706533.199999999953434,3971489.799999999813735,tract,10035,60,1,35,1,B,U,Pith,U,Tk,C,18.699999999999999,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,10,10,10,20,10,35.86588680,23.28750451,134
,10036-42-1-45-1,706610.300000000046566,3971477.700000000186265,tract,10036,42,1,45,1,Sp?,U,JCon,U,M,M,5.400000000000000,Y,Possible spout fragment; of bridge spouted jar?,MUT(b?),0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86576153,23.28835470,135
,10036-42-1-65-1,706622.800000000046566,3971477.600000000093132,tract,10036,42,1,65,1,R,U,Pith,Pithos,Tk,C,10.100000000000000,Y,Like KIP PT1C/12C? Triangular rim section; similar to 3575,SAT,0,0,0,20,20,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35.86575799,23.28849302,136
,10038-42-1-85-1,707036.300000000046566,3971408.500000000000000,tract,10038,42,1,85,1,B,U,U,U,M,F,7.600000000000000,Y,Chalky orange - poorly fired? Colour rubs off,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70,35.86504817,23.29305160,137
,10038-42-1-85-2,707035.500000000000000,3971412.299999999813735,tract,10038,42,1,85,2,B,U,JCon,LRA?,M,F,9.000000000000000,Y,LRA? Wide horizontal ridges/ribbing on exterior,similar to LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86508257,23.29304373,138
,10038-42-1-85-3,707036.599999999976717,3971410.200000000186265,tract,10038,42,1,85,3,H,U,JCon,Amphora,M,M,5.400000000000000,Y,Handle attachment?,similar to LRA 4 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86506342,23.29305536,139
,10038-42-1-85-4,707035.300000000046566,3971413.000000000000000,tract,10038,42,1,85,4,B,Sho,JCon,LRA 4?,M,M,11.699999999999999,Y,LRA 4? Curved portion -- base/neck? Wide horizontal ridges exterior,LRA 4 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86508892,23.29304170,140
,10038-42-1-85-5,707035.300000000046566,3971414.500000000000000,tract,10038,42,1,85,5,B,U,JCon,Amphora,M,M,14.000000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70,35.86510243,23.29304209,141
,10038-42-1-95-1,707036.099999999976717,3971402.299999999813735,tract,10038,42,1,95,1,B,U,JCon,LRA?,M,F,6.000000000000000,Y,LRA? Chalky orange; wide horizontal ridges/ribbing on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86499235,23.29304777,142
,10038-42-1-95-2,707035.900000000023283,3971407.700000000186265,tract,10038,42,1,95,2,B,U,JCon,Amphora,M,M,6.900000000000000,Y,Wide horizontal ridges/ribbing on exterior,Micaceous amphora fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,30,35.86504104,23.29304696,143
,10038-48-1-95-1,707000.000000000000000,3971398.700000000186265,tract,10038,48,1,95,1,B,U,JCon,LRA?,M,F,6.500000000000000,Y,LRA? Narrow horizontal ridges/ribbing exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86496755,23.29264730,144
,10038-48-1-95-2,706999.699999999953434,3971406.899999999906868,tract,10038,48,1,95,2,B,U,JCon,LRA?,M,F,3.500000000000000,Y,LRA? Wide horizontal ridges/ribbing on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86504149,23.29264611,145
,10038-48-1-95-3,707000.400000000023283,3971406.200000000186265,tract,10038,48,1,95,3,B,U,JCon,LRA?,M,F,5.300000000000000,Y,LRA? Wide horizontal ridges/ribbing on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86503503,23.29265367,146
,10038-48-1-95-4,707001.199999999953434,3971406.600000000093132,tract,10038,48,1,95,4,B,Sho,JCon,LRA,M,F,10.900000000000000,Y,Shoulder/neck; mica,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86503847,23.29266263,147
,10039-42-1-15-1,707036.400000000023283,3971385.399999999906868,tract,10039,42,1,15,1,B,U,JCon,LRA,M,F,5.500000000000000,Y,LRA; wide horizontal ridges/ribbing exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86484004,23.29304671,148
,10039-42-1-15-2,707035.199999999953434,3971384.299999999813735,tract,10039,42,1,15,2,B,U,JCon,LRA,M,M,4.500000000000000,Y,LRA; wide horizontal ridges/ribbing exterior; very worn,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86483038,23.29303314,149
,10039-42-1-5-1,707036.400000000023283,3971391.799999999813735,tract,10039,42,1,5,1,B,U,U,U,M,F,6.500000000000000,Y,Shallow horizontal ridges/ribbing exterior,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70,35.86489770,23.29304837,150
,10039-42-1-5-2,707036.099999999976717,3971391.200000000186265,tract,10039,42,1,5,2,B/H?,U,U,U,M,F,8.699999999999999,Y,Handle attachment?,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70,35.86489236,23.29304489,151
,10039-42-1-55-1,707035.900000000023283,3971350.700000000186265,tract,10039,42,1,55,1,B,U,Clo,Vroom CW7D,M,M,4.700000000000000,Y,Exterior incised decoration: horizontal lines form bands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,35.86452754,23.29303216,152
,10039-48-1-35-1,707000.900000000023283,3971364.899999999906868,tract,10039,48,1,35,1,B,U,JCon,Amphora,M,M,10.199999999999999,Y,Slight ridges exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80,35.86466286,23.29264848,153
,10039-48-1-35-2,707001.400000000023283,3971370.299999999813735,tract,10039,48,1,35,2,B,U,JCon,Amphora,M,M,6.600000000000000,Y,Slight ridges exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80,35.86471140,23.29265542,154
,10039-48-1-35-3,707000.199999999953434,3971361.200000000186265,tract,10039,48,1,35,3,B,U,JCon,LRA,M,F,6.000000000000000,Y,LRA; wide horizontal ridges/ribbing exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86462967,23.29263978,155
,10039-48-1-35-4,707000.800000000046566,3971366.200000000186265,tract,10039,48,1,35,4,B,U,JCon,LRA,M,M,5.000000000000000,Y,LRA; wide horizontal ridges/ribbing exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86467459,23.29264771,156
,10039-48-1-35-5,707001.500000000000000,3971365.600000000093132,tract,10039,48,1,35,5,B,U,JCon,LRA,M,M,3.300000000000000,Y,LRA,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86466904,23.29265531,157
,10039-48-1-35-6,707000.800000000046566,3971367.799999999813735,tract,10039,48,1,35,6,H,U,U,U,M,M,3.600000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35.86468901,23.29264813,158
,10039-48-1-35-7,707000.099999999976717,3971364.500000000000000,tract,10039,48,1,35,7,B,U,JCon,Amphora,M,F,7.500000000000000,Y,Wide horizontal ridges/ribbing exterior; chalky orange,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86465942,23.29263953,159
,10039-60-1-15-1,707018.699999999953434,3971383.200000000186265,tract,10039,60,1,15,1,H,HV,JCon,Amphora,M,F,9.699999999999999,Y,Attached to body,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,35.86482396,23.29285024,160
,10039-70-1-55-1,706983.300000000046566,3971344.000000000000000,tract,10039,70,1,55,1,R?,U,LOpe,ARS Hayes 104,Tn,F,5.000000000000000,Y,Plate. ARS type Hayes 104,ARS fabric D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86447829,23.29244827,161
,10041-70-1-95-1,707068.099999999976717,3971350.700000000186265,tract,10041,70,1,95,1,B,U,JCon,LRA 1?,M,M,7.000000000000000,Y,LRA 1?Narrow horizontal ridges/ribbing exterior,LRA 1 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86452073,23.29338854,162
,10041-70-1-95-2,707067.099999999976717,3971344.899999999906868,tract,10041,70,1,95,2,B,U,JCon,LRA 2?,M,M,3.500000000000000,Y,LRA 2? finely ridged on exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86446869,23.29337596,163
,10042-48-1-45-1,707081.500000000000000,3971399.100000000093132,tract,10042,48,1,45,1,Ba,BP,JCon,Amphora,M,M,4.000000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,35.86495393,23.29354941,164
,10042-60-1-45-1,707097.800000000046566,3971396.899999999906868,tract,10042,60,1,45,1,H,U,JCon,Kapitan 1-2,M,M,4.500000000000000,Y,Next to type (Kapitan 1-2) Fluted.,Aegean amphora fabric,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,0,0,0,0,0,35.86493066,23.29372924,165
,10042-70-1-45-1,707066.699999999953434,3971400.500000000000000,tract,10042,70,1,45,1,R?,RR,JCon,LRA 2,M,M,6.600000000000000,Y,LRA 2,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86496967,23.29338598,166
,10046-42-1-25-1,706766.400000000023283,3971105.299999999813735,tract,10046,42,1,25,1,B,U,U,U,M,M,7.000000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35.86237367,23.28998582,167
,10046-70-1-55-1,706738.300000000046566,3971150.399999999906868,tract,10046,70,1,55,1,B,U,JCon,Amphora,M,M,9.800000000000001,Y,"African amphora, slip on exterior",African (Tunisian) amphora fabric,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,35.86278590,23.28968652,168
,10050-60-1-95-1,706532.000000000000000,3971057.000000000000000,tract,10050,60,1,95,1,H,U,JCon,Vroom CW8G,Tk,F,4.100000000000000,Y,Green glaze on interior and exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,35.86198798,23.28737913,169
,10062-70-1-85-1,707333.400000000023283,3971121.700000000186265,tract,10062,70,1,85,1,B,U,U,U,M,C,9.600000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35.86240158,23.29626522,170
,1006-6-1-25-1,706891.099999999976717,3972754.700000000186265,tract,1006,6,1,25,1,R,U,U,U,M,F,3.900000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,20,50,30,0,0,0,0,0,0,0,0,35.87720663,23.29179397,171
,1008-6-1-15-1,706893.699999999953434,3972926.100000000093132,tract,1008,6,1,15,1,R?,U,U,U,M,M,2.600000000000000,Y,Small everted rim?,Late SAT?,0,0,10,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,35.87875021,23.29186726,172
,10087-70-1-95-1,706698.599999999976717,3970989.299999999813735,tract,10087,70,1,95,1,R,RR,JCon,LRA 2,M,M,5.000000000000000,Y,LRA 2,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.86134294,23.28920539,173
,10102-42-1-45-1,707426.099999999976717,3970753.600000000093132,tract,10102,42,1,45,1,B,U,JCon,LRA 2?,M,M,5.700000000000000,Y,LRA 2? Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,35.85906579,23.29719541,174
,10102-60-1-45-1,707423.599999999976717,3970772.700000000186265,tract,10102,60,1,45,1,B,U,JCon,Vroom A2,M,M,11.500000000000000,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,35.85923839,23.29717272,175
,10105-2-1-95-1,707487.099999999976717,3970736.799999999813735,tract,10105,2,1,95,1,H,U,JCon?,U,M,F,4.900000000000000,Y,Coarseware ? Handle attachment; well-worn,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,35.85890152,23.29786612,176
,10105-2-1-95-2,707489.400000000023283,3970735.799999999813735,tract,10105,2,1,95,2,Ba,U,Clo,U,M,F,7.700000000000000,Y,Coarseware,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,35.85889203,23.29789131,177
,10105-48-1-65-1,707481.099999999976717,3970718.200000000186265,tract,10105,48,1,65,1,H or R,U,Pith,U,Tk,M,9.800000000000001,Y,Thick and rounded; slightly flattened,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,35.85873523,23.29779488,178
,10105-48-1-65-2,707486.599999999976717,3970719.200000000186265,tract,10105,48,1,65,2,B,U,JCon,Vroom CW8A,M,F,3.100000000000000,Y,Horizontal ribbing exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,35.85874307,23.29785601,179
